# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Wed May 25 12:58:17 CDT 2022 [seed=1653501485735]
# -window -working -options
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	tmrca(RUTI)	age(RUTI)	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
3292000	-16554.02664881763	-983.221371976752	-15570.805276840878	5644.580441389641	-3624.5804413896412	25226.1508249959	326.6982859374223	1693.3017140625777	647.9651084317492	1.7905902865413255	0.23420035926391733	0.2185723517560985	0.25542934263395606	0.2917979463460288	3.150117398956834E-4	3.150117398956836E-4	-15570.805276840878	0.0	-977.3392712431303
3293000	-16563.656161378425	-990.2435146651621	-15573.412646713265	6869.878354057535	-4849.878354057535	27807.305372408686	326.7747037505833	1693.2252962494167	702.1936622057993	1.7905902865413255	0.24806239399768698	0.2185723517560985	0.25542934263395606	0.2779359116122591	3.117713945291367E-4	3.117713945291366E-4	-15573.412646713265	0.0	-983.6119314715593
3294000	-16551.789090384587	-989.8208033120421	-15561.968287072546	6317.79445201799	-4297.79445201799	27303.59727353988	326.9590523432317	1693.0409476567684	689.2857716091575	1.7905902865413255	0.24678969723246535	0.21400907346184306	0.2556067439365964	0.28359448536909587	3.1010639695045454E-4	3.1010639695045443E-4	-15561.968287072546	0.0	-983.4038128320243
3295000	-16559.704734231454	-998.1359973558061	-15561.568736875648	7325.2500051474835	-5305.2500051474835	29859.972181092628	325.148573232221	1694.851426767779	751.5621636601873	1.7186674841685643	0.24916588049184038	0.21306861564591106	0.2541710184931533	0.28359448536909587	3.2029251090474013E-4	3.202925109047402E-4	-15561.568736875648	0.0	-990.5936994838565
3296000	-16552.309371234238	-989.574285124945	-15562.735086109293	6373.536738409847	-4353.536738409847	27204.936871267186	325.1616648655805	1694.8383351344196	580.5376314773755	1.710380884488057	0.24031539358242993	0.2219191025553215	0.2541710184931533	0.28359448536909587	3.118881072422441E-4	3.1188810724224413E-4	-15562.735086109293	0.0	-983.3393582545264
3297000	-16557.251996641393	-988.086359433298	-15569.165637208094	6239.948273285396	-4219.948273285396	26568.692820551143	325.1543812192752	1694.8456187807249	582.2638091781191	1.522118923107873	0.24109588100857782	0.2116844926430605	0.2532098437310497	0.29400978261731253	3.1189509371633506E-4	3.1189509371633517E-4	-15569.165637208094	0.0	-982.112556548338
3298000	-16554.918111492952	-990.1370318365587	-15564.781079656395	6729.9782901492945	-4709.9782901492945	27554.10719742859	327.94103051755513	1692.0589694824448	562.4921738133373	1.8567179874094846	0.24109588100857782	0.21135373324602538	0.2532098437310497	0.2943405420143477	3.166045259327642E-4	3.166045259327645E-4	-15564.781079656395	0.0	-983.6337858427565
3299000	-16553.8112207964	-992.2589955461473	-15561.552225250252	5925.850355186782	-3905.8503551867816	26675.620137332327	328.6315821099508	1691.3684178900492	641.8596218544141	1.7433097733609406	0.2389435356236876	0.2136187229390674	0.25309719942289793	0.2943405420143477	3.104562597808836E-4	3.104562597808836E-4	-15561.552225250252	0.0	-986.1058815717364
3300000	-16572.27373274727	-993.9191771951737	-15578.3545555521	6912.143621658889	-4892.143621658889	28631.015065695996	329.2691960857498	1690.7308039142501	666.3271725367435	1.6118365517652276	0.2533234540001948	0.2136187229390674	0.2539699701464029	0.2790878529143355	3.0493945268500943E-4	3.049394526850096E-4	-15578.3545555521	0.0	-987.3780260555351
3301000	-16573.07745734301	-1001.2012311390549	-15571.876226203956	7236.420217826347	-5216.420217826347	30436.16450508173	328.67245308163444	1691.3275469183654	762.3030102545679	1.6998352875127198	0.25313381077716757	0.2094885804547298	0.2541596133694301	0.2832179953986731	3.181691451107408E-4	3.181691451107407E-4	-15571.876226203956	0.0	-993.5454485050305
3302000	-16560.54110143684	-998.9681092330782	-15561.572992203763	6775.505388037898	-4755.505388037898	29412.85176449248	328.5740307352916	1691.4259692647083	575.4005397504211	1.793604259825283	0.24912516068413174	0.22223970780834593	0.23917043439031824	0.2894646971172047	3.136015436142587E-4	3.1360154361425875E-4	-15561.572992203763	0.0	-992.0051821314075
3303000	-16562.82893923867	-1002.4888419336381	-15560.34009730503	6716.165349432566	-4696.165349432566	30052.07839164648	328.9442769882787	1691.0557230117213	640.5196037003402	1.894873482170079	0.24902457423162375	0.20521379638920886	0.2562969322619633	0.2894646971172047	3.186374751585323E-4	3.1863747515853213E-4	-15560.34009730503	0.0	-995.0284084233475
3304000	-16558.489677535068	-1001.296507280833	-15557.193170254235	6570.584494297954	-4550.584494297954	29593.64242040529	328.84449282577066	1691.1555071742293	773.9457475968755	1.894873482170079	0.2303154365289965	0.21870944011111826	0.2600384333347877	0.29093669002509814	3.0096126334800685E-4	3.0096126334800696E-4	-15557.193170254235	0.0	-994.3368801847055
3305000	-16563.34912947127	-1008.0192095957424	-15555.329919875529	7263.228141917448	-5243.228141917448	31785.96931567755	329.1956033009009	1690.804396699099	713.8157863426062	1.894873482170079	0.23468606287959332	0.22656914256064753	0.24915708479751492	0.2895877097622449	2.9644080462708276E-4	2.964408046270827E-4	-15555.329919875529	0.0	-1000.6676407569263
3306000	-16564.01195005266	-1009.6478509408184	-15554.364099111841	6937.490509508209	-4917.490509508209	31215.339380548612	329.18897941347626	1690.8110205865237	645.5185939400297	1.9265727545474136	0.2512750561179081	0.22656914256064753	0.2386679619182998	0.2834878394031452	2.947325112287446E-4	2.9473251122874453E-4	-15554.364099111841	0.0	-1002.6003207810169
3307000	-16551.189854813692	-1007.9920018631008	-15543.19785295059	6885.603380082063	-4865.603380082063	31009.482287289466	329.0254762336015	1690.9745237663985	669.9142148647336	1.87228098163999	0.23957607036669215	0.22656914256064753	0.2386679619182998	0.2951868251543612	2.8419646224012645E-4	2.8419646224012667E-4	-15543.19785295059	0.0	-1001.3316848680674
3308000	-16537.461184166455	-1001.628293202293	-15535.832890964162	6743.690436452898	-4723.690436452898	29937.748707955267	329.2576645437433	1690.7423354562566	822.5495076869852	1.8797681611484973	0.23984034662183848	0.2250237826673478	0.2386679619182998	0.29646790879251456	3.077796973093872E-4	3.077796973093871E-4	-15535.832890964162	0.0	-994.3007816970523
3309000	-16542.868845087974	-1001.371507236026	-15541.497337851948	6659.545670586996	-4639.545670586996	29848.070106218755	329.1879114021428	1690.8120885978572	696.5552371379697	1.6676496236051515	0.23984034662183848	0.2250237826673478	0.2386679619182998	0.29646790879251456	2.850280758295599E-4	2.8502807582955964E-4	-15541.497337851948	0.0	-995.0407297080186
3310000	-16559.249783698608	-1001.2039911148651	-15558.045792583742	6274.213343737641	-4254.213343737641	29027.930682395614	329.2975913275111	1690.702408672489	688.9723181927267	1.7265822142863587	0.24595866297870422	0.2250237826673478	0.2386679619182998	0.29034959243564884	3.121783174364722E-4	3.1217831743647216E-4	-15558.045792583742	0.0	-994.2461276083599
3311000	-16547.81688957247	-995.1211098419145	-15552.695779730555	6388.532162213147	-4368.532162213147	28315.47213570314	331.7062339767839	1688.293766023216	664.0069634759894	1.9944306005230774	0.23967746642523127	0.2282034360815903	0.24494915847177276	0.28716993902140636	3.160351852919528E-4	3.160351852919529E-4	-15552.695779730555	0.0	-988.1858150009438
3312000	-16532.508231159554	-997.5594731948971	-15534.948757964656	7604.325741728554	-5584.325741728554	30665.262045898813	331.5524081409853	1688.4475918590147	628.0906806218102	1.8632257745252474	0.23967746642523127	0.2282034360815903	0.24494915847177276	0.28716993902140636	3.1949911345910837E-4	3.1949911345910837E-4	-15534.948757964656	0.0	-989.9184405940955
3313000	-16527.350025301857	-999.6325872356364	-15527.717438066222	6336.160493139317	-4316.160493139317	28984.014867451995	331.5038106385901	1688.49618936141	704.219705268558	1.8569792438533497	0.23967746642523127	0.2282034360815903	0.24494915847177276	0.28716993902140636	3.077306874558727E-4	3.077306874558726E-4	-15527.717438066222	0.0	-992.7485165671123
3314000	-16518.84072749416	-997.3645163078863	-15521.476211186275	5848.856588966964	-3828.8565889669644	27831.279283395626	331.4415498955384	1688.5584501044616	637.0602786087753	1.8277934836828467	0.23889052662689833	0.21856762719659267	0.24494915847177276	0.2975926877047369	3.1344249982839415E-4	3.134424998283941E-4	-15521.476211186275	0.0	-990.7588473858731
3315000	-16544.735705392814	-999.1809381628005	-15545.554767230013	5944.289096215742	-3924.2890962157417	28021.6357047295	341.30723649101293	1678.6927635089871	784.5563726543162	1.6220217335005638	0.25021324741094975	0.21856762719659267	0.2493824891603785	0.2818366362320798	3.095746511287209E-4	3.0957465112872094E-4	-15545.554767230013	0.0	-992.509882644551
3316000	-16545.100966777016	-996.5349677211975	-15548.56599905582	5762.709212401597	-3742.709212401597	27268.065898970828	346.63475463391654	1673.3652453660834	816.710622285394	1.5998651869292386	0.25021324741094975	0.21856762719659267	0.2493824891603785	0.2818366362320798	3.093629936865879E-4	3.093629936865882E-4	-15548.56599905582	0.0	-990.0586634991702
3317000	-16504.482223569874	-995.8072293110695	-15508.674994258803	6080.634950266568	-4060.634950266568	27421.391010954918	347.21095688740866	1672.7890431125913	752.354742660523	1.7978806580151534	0.24184112920960163	0.2269397453979408	0.25188917900637037	0.2793299463860879	3.05572126812199E-4	3.0557212681219914E-4	-15508.674994258803	0.0	-989.3970285801299
3318000	-16496.902114576467	-1001.3521213487827	-15495.549993227683	7786.255803550104	-5766.255803550104	31484.44535299527	346.7713050963063	1673.2286949036936	724.8805597210327	1.787839941588028	0.2497205431604893	0.2190603314470531	0.24976045761400356	0.2814586677784547	2.9605479927011236E-4	2.9605479927011246E-4	-15495.549993227683	0.0	-994.1262277038813
3319000	-16500.001963739767	-1003.900315917271	-15496.101647822497	6776.702141209651	-4756.702141209651	30505.087462037278	342.0385534272229	1677.961446572777	658.3181773554735	1.9014185097086629	0.2497205431604893	0.21778849643423817	0.24976045761400356	0.28273050279126966	2.980257341635297E-4	2.980257341635299E-4	-15496.101647822497	0.0	-996.9351533696614
3320000	-16494.999679656357	-999.9711679053821	-15495.028511750976	7426.289561233192	-5406.289561233192	30772.837701968572	342.0855372460278	1677.9144627539722	733.5243136991212	1.8460943699999361	0.23582261207978605	0.21778849643423817	0.24944646079740712	0.29694243068856935	3.168902980270073E-4	3.1689029802700727E-4	-15495.028511750976	0.0	-992.2336967478159
3321000	-16493.333473152557	-996.0745433553823	-15497.258929797174	6277.23072601972	-4257.23072601972	28732.914606894752	342.31719374382016	1677.68280625618	659.4218700360909	1.630887747159648	0.2373087698275742	0.21778849643423817	0.24944646079740712	0.2954562729407812	3.0754356552933806E-4	3.0754356552933806E-4	-15497.258929797174	0.0	-989.4275729876857
3322000	-16492.264656632586	-985.0587309828202	-15507.205925649767	5798.612621274626	-3778.612621274626	26178.29876332239	343.38046694774584	1676.6195330522542	624.9666534551379	1.7499889880907913	0.2491648272052723	0.22225787401340752	0.24587874796150536	0.28269855081981543	3.2788504285148325E-4	3.278850428514831E-4	-15507.205925649767	0.0	-978.5909677813394
3323000	-16496.62531082187	-985.5382561658165	-15511.087054656055	5892.72163816535	-3872.7216381653498	26340.85837975054	343.18640525366897	1676.813594746331	566.8223473805234	1.6930378071270142	0.2505802187518894	0.22225787401340752	0.24446335641488823	0.28269855081981543	3.2506883683635485E-4	3.250688368363549E-4	-15511.087054656055	0.0	-979.219843806443
3324000	-16493.604216786454	-987.5227098206083	-15506.081506965847	5848.133954600424	-3828.1339546004237	26475.06384735806	343.3826801411124	1676.6173198588876	598.9720381269993	1.632490168503659	0.2505802187518894	0.22225787401340752	0.24446335641488823	0.28269855081981543	3.0565679741414076E-4	3.056567974141406E-4	-15506.081506965847	0.0	-981.6777234594334
3325000	-16510.70219050442	-990.4603890917585	-15520.241801412663	5613.014005917419	-3593.014005917419	26117.86871210481	343.9172925602362	1676.082707439764	698.1124233808611	1.7099507922776207	0.25354973765922195	0.22326391299653364	0.24446335641488823	0.27872299292935676	3.1934990851212525E-4	3.1934990851212547E-4	-15520.241801412663	0.0	-984.1531600523114
3326000	-16509.943150250267	-994.7912227902546	-15515.15192746001	6010.789075771586	-3990.789075771586	27369.58831942514	343.1732964341667	1676.8267035658332	639.1159460021757	1.7099507922776207	0.24204131942019055	0.2208446241608287	0.24446335641488823	0.2926507000040931	3.1283679886167623E-4	3.128367988616763E-4	-15515.15192746001	0.0	-988.384521868748
3327000	-16500.533927492666	-994.238191824707	-15506.295735667958	6002.14717986839	-3982.1471798683897	27269.26789042655	356.35803949438895	1663.641960505611	697.0727772115586	1.6993500608355998	0.25000858873038984	0.22946950696923044	0.237211082105549	0.2833108221948313	3.1278393575941447E-4	3.1278393575941474E-4	-15506.295735667958	0.0	-987.7801223528797
3328000	-16454.072451757154	-995.6649551939512	-15458.407496563204	6502.630951125682	-4482.630951125682	28344.4786043529	356.5925456149317	1663.4074543850684	655.1826849085903	1.6993500608355998	0.24483782072899482	0.22295567075274217	0.24889568632343229	0.2833108221948313	3.0062119762645686E-4	3.0062119762645675E-4	-15458.407496563204	0.0	-989.3164660501335
3329000	-16459.930664726173	-990.5065043736449	-15469.424160352528	6286.852184644038	-4266.852184644038	27749.18834853192	356.6272914410199	1663.37270855898	648.9448146931287	1.742816505868341	0.24094222954200187	0.22409956185833005	0.2452288381949734	0.28972937040469526	3.2216834673263377E-4	3.221683467326338E-4	-15469.424160352528	0.0	-983.6855306429935
3330000	-16461.543599655568	-993.6780552107663	-15467.865544444803	6193.710912759787	-4173.710912759787	27642.64786223446	356.90750531510395	1663.092494684896	612.5112760143384	1.669539632526742	0.24094222954200187	0.22409956185833005	0.2452288381949734	0.28972937040469526	3.0400573604078067E-4	3.0400573604078045E-4	-15467.865544444803	0.0	-987.5084833517158
3331000	-16470.511989748833	-1008.9781860563276	-15461.533803692506	7009.1375101896065	-4989.1375101896065	31207.03582324158	357.7381318986278	1662.2618681013723	850.0992933518288	1.634325506552515	0.2475410141408384	0.21234427250229967	0.2503853429521673	0.28972937040469526	2.944878197869457E-4	2.944878197869456E-4	-15461.533803692506	0.0	-1001.7853281464212
3332000	-16496.114830537386	-996.5132084786125	-15499.601622058775	6040.402832748465	-4020.402832748465	27015.20932722371	366.810669695036	1653.189330304964	717.9285990388597	1.5626397158176633	0.24250495681549655	0.21234427250229967	0.25542140027750915	0.28972937040469526	3.018528955033464E-4	3.018528955033462E-4	-15499.601622058775	0.0	-990.4699384857335
3333000	-16482.07168299205	-999.6795552877296	-15482.392127704321	7122.332101615887	-5102.332101615887	29171.599643797086	365.5570296982408	1654.4429703017593	697.4727964003366	1.6651320431072194	0.25388281619542874	0.20587324652230832	0.2527139584585961	0.28752997882366743	2.9148273283747644E-4	2.914827328374767E-4	-15482.392127704321	0.0	-993.3303605770037
3334000	-16452.23884025093	-1000.1257204760469	-15452.113119774885	6813.513180811032	-4793.513180811032	29050.698060970833	365.17942566275974	1654.8205743372403	787.7460247279503	1.7296543967302298	0.24484136763792247	0.20587324652230832	0.2527139584585961	0.2965714273811737	3.038111043038046E-4	3.0381110430380455E-4	-15452.113119774885	0.0	-993.2825620550852
3335000	-16444.852296728655	-1000.5969749908804	-15444.255321737775	7106.2499929116075	-5086.2499929116075	30262.082901818994	364.88019611335653	1655.1198038866435	733.7391715086619	1.7296543967302298	0.2397759589028517	0.21724801934840027	0.2527139584585961	0.2902620632901525	3.0437619552789474E-4	3.043761955278948E-4	-15444.255321737775	0.0	-993.4592030602128
3336000	-16454.392024533983	-999.3059674882014	-15455.086057045783	6283.212660111246	-4263.212660111246	27995.752355449793	365.0345103998776	1654.9654896001225	666.0489889800504	1.7267475977860876	0.2397759589028517	0.21724801934840027	0.24828345647734815	0.29469256527140053	2.986591078634072E-4	2.986591078634072E-4	-15455.086057045783	0.0	-993.0866110449913
3337000	-16445.036564371294	-1001.0013453183805	-15444.035219052912	6100.8869521843635	-4080.8869521843635	28317.32955912968	366.99610575434394	1653.003894245656	679.8932015548584	1.6848538989961297	0.2397759589028517	0.22250979566143808	0.2499705737564488	0.28774367167926207	2.883703273444373E-4	2.8837032734443734E-4	-15444.035219052912	0.0	-994.9971995715733
3338000	-16462.140251786055	-1000.8909444240805	-15461.249307361975	6896.519898075752	-4876.519898075752	29596.155330200643	370.4854212611025	1649.5145787388974	743.7503418543826	1.7328406774965606	0.2354028579328034	0.22250979566143808	0.24839610783826757	0.2936912385674916	3.008939908378015E-4	3.0089399083780156E-4	-15461.249307361975	0.0	-994.0386916900717
3339000	-16431.20278375201	-997.9352590401991	-15433.267524711813	6298.40363348285	-4278.40363348285	28715.403855551012	370.4865865730024	1649.5134134269977	679.0357759066062	1.7332773580049174	0.23914854946055233	0.22061218276117622	0.25514032012168986	0.2850989476565822	3.086749506934505E-4	3.086749506934504E-4	-15433.267524711813	0.0	-991.1875671747404
3340000	-16428.41923212484	-996.231000769533	-15432.188231355307	5795.082905261207	-3775.082905261207	27267.4025687435	370.5908016675254	1649.4091983324747	627.9504720309575	1.7008657388592865	0.24879056479404127	0.21755138297137883	0.2513947116134152	0.28226334062116537	3.0752181638441303E-4	3.075218163844127E-4	-15432.188231355307	0.0	-990.0292529525659
3341000	-16431.020791207036	-993.6889948856596	-15437.331796321378	5890.2740587206235	-3870.2740587206235	27373.986315751663	369.0465569512114	1650.9534430487886	619.8791993060755	1.847777995048068	0.2533841868865287	0.21463758742015204	0.2411817348366475	0.2907964908566724	3.066670365384009E-4	3.0666703653840083E-4	-15437.331796321378	0.0	-987.4339651029524
3342000	-16434.3056608246	-993.4979655316835	-15440.807695292917	6348.416605080763	-4328.416605080763	27485.905738876096	370.440545033423	1649.559454966577	715.9878609913181	1.6342746764281548	0.2533841868865287	0.2104836448163678	0.25584184910898977	0.28029031918811437	2.9213924332995185E-4	2.9213924332995164E-4	-15440.807695292917	0.0	-987.5777172146489
3343000	-16440.479362190992	-997.7050511124091	-15442.774311078583	6953.263396517475	-4933.263396517475	28797.860264693754	370.46841291085974	1649.5315870891402	579.5015854405799	1.8272305455824733	0.24065045268027788	0.2177455945036109	0.2495932261141382	0.2920107267019737	2.9885858944947707E-4	2.988585894494771E-4	-15442.774311078583	0.0	-991.3522186661703
3344000	-16439.839113866597	-997.2922850359657	-15442.546828830631	6552.22900714419	-4532.22900714419	28401.876983942955	371.92861043466866	1648.0713895653314	637.3108558691512	1.838436246514617	0.251329743168634	0.2177455945036109	0.2389139356257821	0.2920107267019737	2.9834598105400755E-4	2.983459810540074E-4	-15442.546828830631	0.0	-990.9666292619409
3345000	-16429.55180910584	-995.7522761390587	-15433.799532966783	6455.999569745467	-4435.999569745467	27974.311199351152	371.85412058178173	1648.1458794182183	635.1134578001014	1.685762154345444	0.251329743168634	0.21778047401699097	0.2389139356257821	0.29197584718859365	3.012480004713943E-4	3.012480004713943E-4	-15433.799532966783	0.0	-989.5266228706685
3346000	-16431.172311211052	-999.7256116782081	-15431.446699532844	5975.550217728561	-3955.5502177285607	27731.513863717264	371.88913463032924	1648.1108653696708	805.1142951299419	1.685762154345444	0.251329743168634	0.21778047401699097	0.2389139356257821	0.29197584718859365	3.0858845938182186E-4	3.0858845938182196E-4	-15431.446699532844	0.0	-993.1159620534452
3347000	-16413.943854259374	-998.8681517468854	-15415.075702512488	5938.924314818742	-3918.9243148187415	27722.818041471673	374.4759099658319	1645.5240900341682	671.8738085940871	1.9684253220530306	0.23626818621219906	0.21832957525162935	0.25342639134757866	0.29197584718859365	3.0552625380739863E-4	3.055262538073986E-4	-15415.075702512488	0.0	-992.4165170458585
3348000	-16432.028649778444	-999.1963705757844	-15432.83227920266	6107.746961046425	-4087.746961046425	27707.374004721132	374.21164055269867	1645.7883594473014	625.3833536449179	1.7932254597664101	0.24594599791220811	0.21832957525162935	0.25342639134757866	0.2822980354885846	3.0181832054487203E-4	3.018183205448717E-4	-15432.83227920266	0.0	-993.000905079328
3349000	-16429.339953024246	-998.6960497535694	-15430.643903270677	6239.9384267661335	-4219.9384267661335	27830.66779180053	373.42811928135717	1646.571880718643	620.8738049373688	1.8531475076659139	0.23998797575963776	0.21906052944388882	0.24808694447281643	0.2928645503236577	2.950464430560536E-4	2.950464430560536E-4	-15430.643903270677	0.0	-992.6481765343738
3350000	-16449.52151946479	-1000.4415600057243	-15449.079959459066	6241.600770261233	-4221.600770261233	28056.955528879193	374.4078134473775	1645.5921865526225	610.797893268658	1.8531475076659139	0.23998797575963776	0.21906052944388882	0.25474804900525755	0.2862034457912166	2.849686919143265E-4	2.849686919143266E-4	-15449.079959459066	0.0	-994.647459862761
3351000	-16446.351933570124	-999.1885516207036	-15447.163381949422	6502.6768709276	-4482.6768709276	28758.686639989082	374.46018769118297	1645.539812308817	658.0093336994285	1.7242034419365069	0.23998797575963776	0.21906052944388882	0.24560976101588103	0.2953417337805931	2.7849788023491377E-4	2.784978802349136E-4	-15447.163381949422	0.0	-993.3827277352116
3352000	-16436.529312969124	-997.6397839776931	-15438.88952899143	6712.966605240333	-4692.966605240333	29444.309608447216	370.47210668167395	1649.527893318326	693.377682307211	1.7446227239574204	0.23196851510963368	0.23125042122247466	0.2429987821840294	0.29378228148386293	3.00061930670658E-4	3.000619306706583E-4	-15438.88952899143	0.0	-990.9218250233655
3353000	-16426.880192779994	-1001.9841224561235	-15424.896070323872	6344.706497696399	-4324.706497696399	28893.884020980964	371.35057261212415	1648.649427387876	730.1033714627214	1.7838864953284006	0.23196851510963368	0.23125042122247466	0.2429987821840294	0.29378228148386293	2.9413743362044406E-4	2.94137433620444E-4	-15424.896070323872	0.0	-995.5353332716501
3354000	-16415.463221381353	-1007.3261595449475	-15408.137061836407	6705.476605713952	-4685.476605713952	30729.63595487868	370.407959653753	1649.592040346247	774.7850444471507	1.7838864953284006	0.2440375268728583	0.22010201171493243	0.2429987821840294	0.2928616792281805	2.872274488840778E-4	2.87227448884078E-4	-15408.137061836407	0.0	-1000.5330339607797
3355000	-16424.58071040775	-1002.8131641721081	-15421.767546235642	5986.2488654593335	-3966.2488654593335	28512.08953877214	370.7520126322988	1649.2479873677012	679.261766176154	1.7449747763399794	0.2556214935062448	0.21254411374990073	0.2368612038452183	0.29497318889863683	2.9786603071639035E-4	2.978660307163903E-4	-15421.767546235642	0.0	-996.4455487184456
3356000	-16428.206439562073	-1002.3714932762927	-15425.834946285779	7140.426302564776	-5120.426302564776	30211.325774094592	375.74777509070645	1644.2522249092935	582.329866033169	1.8227068645134568	0.2556214935062448	0.22429182575570003	0.2368612038452183	0.2832254768928375	3.0582128308334817E-4	3.0582128308334795E-4	-15425.834946285779	0.0	-995.3953030422458
3357000	-16409.76622286269	-1000.0815980958442	-15409.684624766847	6741.6584788573045	-4721.6584788573045	29534.245105498525	375.7241760610235	1644.2758239389764	661.9078270495033	1.7430644764285066	0.2475541006070119	0.22429182575570003	0.24342744115418663	0.28472663248310204	3.037028355757385E-4	3.037028355757386E-4	-15409.684624766847	0.0	-993.2717042614471
3358000	-16429.314122147338	-1008.956984278092	-15420.357137869247	8035.614407433602	-6015.614407433602	33229.451028352814	376.7763817199009	1643.2236182800991	650.5103044761171	1.778166965921411	0.2475541006070119	0.21362767387991397	0.2514755752719103	0.28734265024116445	2.952764039374763E-4	2.9527640393747626E-4	-15420.357137869247	0.0	-1001.3808374747499
3359000	-16425.848070846532	-1000.4894448752341	-15425.358625971297	6017.70152543714	-3997.70152543714	27839.398196196573	376.56988897061035	1643.4301110293895	658.2583764014895	1.8417908283565594	0.24235006435744533	0.22457789565970596	0.24572938974168487	0.28734265024116445	3.0554781463064856E-4	3.0554781463064867E-4	-15425.358625971297	0.0	-994.0754721516082
3360000	-16428.296983376127	-1005.196191580487	-15423.100791795641	7393.675494845937	-5373.675494845937	31228.141634043746	376.20147198313975	1643.7985280168602	597.6592436070762	1.6466880421501082	0.24235006435744533	0.22457789565970596	0.24572938974168487	0.28734265024116445	2.912749429113954E-4	2.9127494291139523E-4	-15423.100791795641	0.0	-998.4505056318961
3361000	-16421.63128878886	-1001.6201562554135	-15420.011132533446	6963.124815345496	-4943.124815345496	29689.937856658195	376.103897845542	1643.896102154458	726.3390286687555	1.7848290569081124	0.24235006435744533	0.22158604394149606	0.23600795011605685	0.3000559415850024	2.9940949593066166E-4	2.994094959306618E-4	-15420.011132533446	0.0	-994.790180539984
3362000	-16420.31700262042	-997.7131523096283	-15422.603850310794	6812.464283962642	-4792.464283962642	28529.321416440696	376.5085652498661	1643.491434750134	627.2128334257056	1.7366507997942582	0.24235006435744533	0.2235081384786666	0.23600795011605685	0.29813384704783186	2.9831900133434606E-4	2.9831900133434606E-4	-15422.603850310794	0.0	-991.4101619318978
3363000	-16421.142682889207	-995.5038737207099	-15425.638809168498	6554.236354670145	-4534.236354670145	27962.21977985789	383.1550717681534	1636.8449282318466	600.2149580939603	1.6567993369441423	0.24235006435744533	0.2235081384786666	0.23600795011605685	0.29813384704783186	2.998392560853118E-4	2.9983925608531185E-4	-15425.638809168498	0.0	-989.3918327094747
3364000	-16427.14035834198	-1003.0714150763989	-15424.068943265584	6656.129113186404	-4636.129113186404	29708.917205363843	382.7907880200387	1637.2092119799613	757.8229919222346	1.9042249292146167	0.24235006435744533	0.2235081384786666	0.23600795011605685	0.29813384704783186	2.950705394012222E-4	2.950705394012223E-4	-15424.068943265584	0.0	-996.2811872893285
3365000	-16422.027619299395	-1002.9327872734912	-15419.094832025905	7201.43864188579	-5181.43864188579	30603.518305173384	378.7344126977753	1641.2655873022247	733.3650106378473	1.6336551732491151	0.24235006435744533	0.2235081384786666	0.23600795011605685	0.29813384704783186	2.901732479481303E-4	2.901732479481302E-4	-15419.094832025905	0.0	-996.1953006686671
3366000	-16403.586079952976	-999.6721012021885	-15403.913978750788	6436.703059371979	-4416.703059371979	28486.295774161692	387.99869719987805	1632.001302800122	694.3484581898539	1.6814976335310408	0.24235006435744533	0.20679010486335897	0.25726063438764235	0.29359919639155396	2.994437866984323E-4	2.9944378669843235E-4	-15403.913978750788	0.0	-993.2682668650415
3367000	-16415.007402830037	-997.0133253584809	-15417.994077471558	5611.376895548151	-3591.376895548151	26596.607130985933	388.2478585159542	1631.7521414840458	669.8551184825843	1.848021169615668	0.23698855945570813	0.22269085907791641	0.24361425174003026	0.2967063297263458	2.96044058280237E-4	2.96044058280237E-4	-15417.994077471558	0.0	-991.2048138056722
3368000	-16399.1833336975	-998.3193231176714	-15400.864010579828	5602.542890145895	-3582.5428901458954	26523.805237668603	388.1214724890408	1631.8785275109592	655.3672214318211	1.6655588748253376	0.24292061045614177	0.22269085907791641	0.23768220073959662	0.2967063297263458	3.0612612047378377E-4	3.061261204737836E-4	-15400.864010579828	0.0	-992.3435235592912
3369000	-16408.916949184124	-1005.5391431276628	-15403.377806056462	7022.430263355924	-5002.430263355924	29951.830645289872	385.95484082999377	1634.0451591700062	770.8044518505943	1.84424489355844	0.2450856717274081	0.22385535297323184	0.2365177068442812	0.2945412684550795	3.00748325633528E-4	3.0074832563352783E-4	-15403.377806056462	0.0	-998.5091225484001
3370000	-16398.430856021947	-1002.600047691022	-15395.830808330926	6208.430993938306	-4188.430993938306	28343.52144802111	386.26085475697715	1633.739145243023	714.9563891691097	1.7122366936014306	0.2450856717274081	0.2251327174140526	0.25280525395928877	0.27697635689925115	2.952830933888508E-4	2.9528309338885066E-4	-15395.830808330926	0.0	-996.3194791908048
3371000	-16389.987352196633	-1005.7117629168212	-15384.275589279812	7499.3061952263215	-5479.3061952263215	31415.47428691034	386.2179844695738	1633.7820155304262	592.3339946979315	1.776979576270189	0.2450856717274081	0.2251327174140526	0.24500292053864153	0.2847786903198984	2.950523599387663E-4	2.9505235993876626E-4	-15384.275589279812	0.0	-998.7447635069431
